2016-10-27 10:29:36.3237 INFO 正常 - job1接口调用开始！
2016-10-27 10:47:59.1388 INFO 正常 - job1接口调用开始！
2016-10-27 10:48:34.1398 INFO 正常 - 未日审邮件发送成功
2016-10-27 13:47:45.4165 INFO 正常 - job1接口调用开始！
2016-10-27 13:48:39.2216 INFO 正常 - job1接口调用开始！
2016-10-27 17:03:09.3617 INFO 正常 - job1接口调用开始！
2016-10-27 17:03:20.4483 INFO 正常 - 获取文件目录成功
2016-10-27 17:03:21.0644 INFO 正常 - D:\WorkFiles\AMS\Codes\WindowsService\trunk\DJS_Service\ServiceTest\bin\Debug\JobFiles\job1\Temp_DaylReportSum.xlsx
2016-10-27 17:03:49.5470 INFO 正常 - 门店上海宝山盘古路店开始写入日报表
2016-10-27 17:04:07.4190 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型52数量0.00
2016-10-27 17:04:07.4190 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型53数量492.00
2016-10-27 17:04:07.4340 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型54数量0.00
2016-10-27 17:04:07.4340 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型55数量2.00
2016-10-27 17:04:07.4470 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型56数量0.00
2016-10-27 17:04:07.4470 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型57数量0.00
2016-10-27 17:04:07.4630 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型58数量0.00
2016-10-27 17:04:07.4630 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型59数量0.00
2016-10-27 17:04:07.4880 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表数据写入完成
2016-10-27 17:04:07.4880 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表数据开始写入
2016-10-27 17:04:07.4980 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型1数量0.00
2016-10-27 17:04:07.4980 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型2数量1412.00
2016-10-27 17:04:07.5110 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型3数量0.00
2016-10-27 17:04:07.5110 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型4数量100.00
2016-10-27 17:04:07.5280 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型5数量0.00
2016-10-27 17:04:07.5280 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型6数量0.00
2016-10-27 17:04:07.5440 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型7数量0.00
2016-10-27 17:04:07.5560 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型8数量0.00
2016-10-27 17:04:07.5560 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型9数量0.00
2016-10-27 17:04:07.5560 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型10数量0.00
2016-10-27 17:04:07.5740 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型11数量360.00
2016-10-27 17:04:07.5740 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型30数量0.00
2016-10-27 17:04:07.5920 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型31数量0.00
2016-10-27 17:04:07.5920 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型32数量0.00
2016-10-27 17:04:07.6060 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型33数量0.00
2016-10-27 17:04:07.6060 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型34数量0.00
2016-10-27 17:04:07.6220 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型35数量0.00
2016-10-27 17:04:07.6220 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型36数量0.00
2016-10-27 17:04:07.6360 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型37数量0.00
2016-10-27 17:04:07.6360 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型38数量0.00
2016-10-27 17:04:07.6510 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型39数量0.00
2016-10-27 17:04:07.6510 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型40数量0.00
2016-10-27 17:04:07.6680 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型41数量0.00
2016-10-27 17:04:07.6680 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型42数量0.00
2016-10-27 17:04:07.6840 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型43数量0.00
2016-10-27 17:04:07.6970 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型44数量0.00
2016-10-27 17:04:07.6970 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型45数量0.00
2016-10-27 17:04:07.7150 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型46数量0.00
2016-10-27 17:04:07.7150 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型47数量0.00
2016-10-27 17:04:07.7280 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型48数量0.00
2016-10-27 17:04:07.7280 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型49数量0.00
2016-10-27 17:04:07.7440 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型50数量0.00
2016-10-27 17:04:07.7440 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型51数量378.00
2016-10-27 17:04:07.7800 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型52数量0.00
2016-10-27 17:04:07.7800 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型53数量492.00
2016-10-27 17:04:07.7920 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型54数量0.00
2016-10-27 17:04:07.7920 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型55数量0.00
2016-10-27 17:04:07.7920 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型56数量0.00
2016-10-27 17:04:07.8100 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型57数量0.00
2016-10-27 17:04:07.8100 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型58数量0.00
2016-10-27 17:04:07.8270 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型59数量0.00
2016-10-27 17:04:07.8270 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表数据写入完成
2016-10-27 17:04:07.8380 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表数据开始写入
2016-10-27 17:04:07.8380 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型1数量0.00
2016-10-27 17:04:07.8540 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型2数量1146.00
2016-10-27 17:04:07.8540 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型3数量0.00
2016-10-27 17:04:07.8770 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型4数量3000.00
2016-10-27 17:04:07.8850 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型5数量0.00
2016-10-27 17:04:07.9030 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型6数量0.00
2016-10-27 17:04:07.9030 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型7数量0.00
2016-10-27 17:04:07.9190 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型8数量0.00
2016-10-27 17:04:07.9190 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型9数量0.00
2016-10-27 17:04:07.9340 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型10数量0.00
2016-10-27 17:04:07.9340 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型11数量280.00
2016-10-27 17:04:07.9460 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型30数量0.00
2016-10-27 17:04:07.9620 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型31数量0.00
2016-10-27 17:04:07.9620 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型32数量0.00
2016-10-27 17:04:07.9780 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型33数量0.00
2016-10-27 17:04:07.9780 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型34数量0.00
2016-10-27 17:04:07.9960 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型35数量0.00
2016-10-27 17:04:08.0100 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型36数量0.00
2016-10-27 17:04:08.0100 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型37数量0.00
2016-10-27 17:04:08.0270 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型38数量0.00
2016-10-27 17:04:08.0270 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型39数量0.00
2016-10-27 17:04:08.0411 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型40数量0.00
2016-10-27 17:04:08.0411 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型41数量0.00
2016-10-27 17:04:08.0601 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型42数量0.00
2016-10-27 17:04:08.0601 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型43数量0.00
2016-10-27 17:04:08.0711 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型44数量0.00
2016-10-27 17:04:08.0711 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型45数量0.00
2016-10-27 17:04:08.0881 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型46数量0.00
2016-10-27 17:04:08.1031 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型47数量0.00
2016-10-27 17:04:08.1031 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型48数量0.00
2016-10-27 17:04:08.1201 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型49数量0.00
2016-10-27 17:04:08.1201 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型50数量0.00
2016-10-27 17:04:08.1381 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型51数量376.00
2016-10-27 17:04:08.1631 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型52数量0.00
2016-10-27 17:04:08.1681 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型53数量492.00
2016-10-27 17:04:08.1681 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型54数量0.00
2016-10-27 17:04:08.1811 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型55数量2.00
2016-10-27 17:04:08.1811 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型56数量0.00
2016-10-27 17:04:08.1961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型57数量0.00
2016-10-27 17:04:08.1961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型58数量0.00
2016-10-27 17:04:08.1961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型59数量0.00
2016-10-27 17:04:08.2171 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表数据写入完成
2016-10-27 17:04:08.2171 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表数据开始写入
2016-10-27 17:04:08.2301 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型1数量0.00
2016-10-27 17:04:08.2301 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型2数量565.00
2016-10-27 17:04:08.2441 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型3数量565.00
2016-10-27 17:04:08.2441 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型4数量300.00
2016-10-27 17:04:08.2621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型5数量0.00
2016-10-27 17:04:08.2621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型6数量0.00
2016-10-27 17:04:08.2791 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型7数量0.00
2016-10-27 17:04:08.2901 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型8数量0.00
2016-10-27 17:04:08.2901 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型9数量565.00
2016-10-27 17:04:08.3051 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型10数量1.00
2016-10-27 17:04:08.3051 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型11数量100.00
2016-10-27 17:04:08.3211 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型30数量0.00
2016-10-27 17:04:08.3211 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型31数量0.00
2016-10-27 17:04:08.3361 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型32数量0.00
2016-10-27 17:04:08.3361 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型33数量0.00
2016-10-27 17:04:08.3641 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型34数量0.00
2016-10-27 17:04:08.3691 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型35数量0.00
2016-10-27 17:04:08.3691 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型36数量0.00
2016-10-27 17:04:08.3841 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型37数量0.00
2016-10-27 17:04:08.3841 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型38数量0.00
2016-10-27 17:04:08.3991 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型39数量0.00
2016-10-27 17:04:08.3991 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型40数量0.00
2016-10-27 17:04:08.4171 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型41数量0.00
2016-10-27 17:04:08.4171 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型42数量0.00
2016-10-27 17:04:08.4311 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型43数量0.00
2016-10-27 17:04:08.4311 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型44数量0.00
2016-10-27 17:04:08.4481 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型45数量0.00
2016-10-27 17:04:08.4621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型46数量1.00
2016-10-27 17:04:08.4621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型47数量0.00
2016-10-27 17:04:08.4791 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型48数量0.00
2016-10-27 17:04:08.4791 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型49数量0.00
2016-10-27 17:04:08.4921 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型50数量0.00
2016-10-27 17:04:08.4921 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型51数量376.00
2016-10-27 17:04:08.5311 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型52数量0.00
2016-10-27 17:04:08.5311 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型53数量492.00
2016-10-27 17:04:08.5431 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型54数量0.00
2016-10-27 17:04:08.5431 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型55数量1.00
2016-10-27 17:04:08.5561 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型56数量0.00
2016-10-27 17:04:08.5561 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型57数量0.00
2016-10-27 17:04:08.5701 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型58数量0.00
2016-10-27 17:04:08.5701 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型59数量1.00
2016-10-27 17:04:08.5871 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表数据写入完成
2016-10-27 17:04:08.5871 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表数据开始写入
2016-10-27 17:04:08.5871 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型1数量0.00
2016-10-27 17:04:08.6041 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型2数量0.00
2016-10-27 17:04:08.6041 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型3数量0.00
2016-10-27 17:04:08.6201 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型4数量200.00
2016-10-27 17:04:08.6201 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型5数量0.00
2016-10-27 17:04:08.6361 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型6数量0.00
2016-10-27 17:04:08.6481 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型7数量0.00
2016-10-27 17:04:08.6481 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型8数量0.00
2016-10-27 17:04:08.6651 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型9数量565.00
