2016-10-28 14:47:49.8324 INFO 正常 - job1接口调用开始！
2016-10-28 14:47:58.1299 INFO 正常 - 获取文件目录成功
2016-10-28 14:47:58.4939 INFO 正常 - D:\WorkFiles\AMS\Codes\WindowsService\trunk\DJS_Service\ServiceTest\bin\Debug\JobFiles\job1\Temp_DaylReportSum.xlsx
2016-10-28 14:48:18.0400 INFO 正常 - 门店上海宝山盘古路店开始写入日报表
2016-10-28 14:48:19.2291 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型46数量0.00
2016-10-28 14:48:19.2291 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型47数量0.00
2016-10-28 14:48:19.2421 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型48数量0.00
2016-10-28 14:48:19.2741 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型49数量0.00
2016-10-28 14:48:19.2961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型50数量0.00
2016-10-28 14:48:19.3031 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型51数量378.00
2016-10-28 14:48:19.3431 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型52数量0.00
2016-10-28 14:48:19.3431 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型53数量492.00
2016-10-28 14:48:19.3531 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型54数量0.00
2016-10-28 14:48:19.3531 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型55数量2.00
2016-10-28 14:48:19.3661 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型56数量0.00
2016-10-28 14:48:19.3661 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型57数量0.00
2016-10-28 14:48:19.3851 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型58数量0.00
2016-10-28 14:48:19.3851 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表模板第4列数据写入类型59数量0.00
2016-10-28 14:48:19.3991 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/1 0:00:00报表数据写入完成
2016-10-28 14:48:19.3991 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表数据开始写入
2016-10-28 14:48:19.4141 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型1数量0.00
2016-10-28 14:48:19.4141 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型2数量1412.00
2016-10-28 14:48:19.4291 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型3数量0.00
2016-10-28 14:48:19.4291 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型4数量100.00
2016-10-28 14:48:19.4481 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型5数量0.00
2016-10-28 14:48:19.4601 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型6数量0.00
2016-10-28 14:48:19.4601 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型7数量0.00
2016-10-28 14:48:19.4601 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型8数量0.00
2016-10-28 14:48:19.4771 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型9数量0.00
2016-10-28 14:48:19.4771 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型10数量0.00
2016-10-28 14:48:19.4931 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型11数量360.00
2016-10-28 14:48:19.4931 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型30数量0.00
2016-10-28 14:48:19.5061 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型31数量0.00
2016-10-28 14:48:19.5061 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型32数量0.00
2016-10-28 14:48:19.5061 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型33数量0.00
2016-10-28 14:48:19.5241 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型34数量0.00
2016-10-28 14:48:19.5241 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型35数量0.00
2016-10-28 14:48:19.5381 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型36数量0.00
2016-10-28 14:48:19.5381 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型37数量0.00
2016-10-28 14:48:19.5561 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型38数量0.00
2016-10-28 14:48:19.5561 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型39数量0.00
2016-10-28 14:48:19.5711 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型40数量0.00
2016-10-28 14:48:19.5711 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型41数量0.00
2016-10-28 14:48:19.6001 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型42数量0.00
2016-10-28 14:48:19.6001 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型43数量0.00
2016-10-28 14:48:19.6001 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型44数量0.00
2016-10-28 14:48:19.6171 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型45数量0.00
2016-10-28 14:48:19.6621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型46数量0.00
2016-10-28 14:48:19.6621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型47数量0.00
2016-10-28 14:48:19.6621 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型48数量0.00
2016-10-28 14:48:19.6811 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型49数量0.00
2016-10-28 14:48:19.6931 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型50数量0.00
2016-10-28 14:48:19.6931 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型51数量378.00
2016-10-28 14:48:19.7251 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型52数量0.00
2016-10-28 14:48:19.7251 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型53数量492.00
2016-10-28 14:48:19.7251 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型54数量0.00
2016-10-28 14:48:19.7421 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型55数量0.00
2016-10-28 14:48:19.7421 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型56数量0.00
2016-10-28 14:48:19.7421 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型57数量0.00
2016-10-28 14:48:19.7591 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型58数量0.00
2016-10-28 14:48:19.7591 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表模板第5列数据写入类型59数量0.00
2016-10-28 14:48:19.7721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/2 0:00:00报表数据写入完成
2016-10-28 14:48:19.7721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表数据开始写入
2016-10-28 14:48:19.7721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型1数量0.00
2016-10-28 14:48:19.7901 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型2数量1146.00
2016-10-28 14:48:19.7901 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型3数量0.00
2016-10-28 14:48:19.8021 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型4数量3000.00
2016-10-28 14:48:19.8021 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型5数量0.00
2016-10-28 14:48:19.8021 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型6数量0.00
2016-10-28 14:48:19.8211 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型7数量0.00
2016-10-28 14:48:19.8211 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型8数量0.00
2016-10-28 14:48:19.8361 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型9数量0.00
2016-10-28 14:48:19.8361 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型10数量0.00
2016-10-28 14:48:19.8491 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型11数量280.00
2016-10-28 14:48:19.8491 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型30数量0.00
2016-10-28 14:48:19.8491 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型31数量0.00
2016-10-28 14:48:19.8691 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型32数量0.00
2016-10-28 14:48:19.8691 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型33数量0.00
2016-10-28 14:48:19.8831 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型34数量0.00
2016-10-28 14:48:19.8831 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型35数量0.00
2016-10-28 14:48:19.8961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型36数量0.00
2016-10-28 14:48:19.8961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型37数量0.00
2016-10-28 14:48:19.8961 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型38数量0.00
2016-10-28 14:48:19.9161 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型39数量0.00
2016-10-28 14:48:19.9161 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型40数量0.00
2016-10-28 14:48:19.9301 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型41数量0.00
2016-10-28 14:48:19.9301 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型42数量0.00
2016-10-28 14:48:19.9431 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型43数量0.00
2016-10-28 14:48:19.9431 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型44数量0.00
2016-10-28 14:48:19.9611 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型45数量0.00
2016-10-28 14:48:19.9611 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型46数量0.00
2016-10-28 14:48:19.9741 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型47数量0.00
2016-10-28 14:48:19.9741 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型48数量0.00
2016-10-28 14:48:19.9901 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型49数量0.00
2016-10-28 14:48:19.9901 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型50数量0.00
2016-10-28 14:48:20.0051 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型51数量376.00
2016-10-28 14:48:20.0231 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型52数量0.00
2016-10-28 14:48:20.0231 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型53数量492.00
2016-10-28 14:48:20.0231 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型54数量0.00
2016-10-28 14:48:20.0391 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型55数量2.00
2016-10-28 14:48:20.0391 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型56数量0.00
2016-10-28 14:48:20.0521 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型57数量0.00
2016-10-28 14:48:20.0521 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型58数量0.00
2016-10-28 14:48:20.0521 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表模板第6列数据写入类型59数量0.00
2016-10-28 14:48:20.0721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/3 0:00:00报表数据写入完成
2016-10-28 14:48:20.0721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表数据开始写入
2016-10-28 14:48:20.0861 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型1数量0.00
2016-10-28 14:48:20.0861 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型2数量565.00
2016-10-28 14:48:20.1021 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型3数量565.00
2016-10-28 14:48:20.1021 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型4数量300.00
2016-10-28 14:48:20.1161 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型5数量0.00
2016-10-28 14:48:20.1161 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型6数量0.00
2016-10-28 14:48:20.1161 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型7数量0.00
2016-10-28 14:48:20.1511 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型8数量0.00
2016-10-28 14:48:20.1611 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型9数量565.00
2016-10-28 14:48:20.1611 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型10数量1.00
2016-10-28 14:48:20.1611 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型11数量100.00
2016-10-28 14:48:20.1801 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型30数量0.00
2016-10-28 14:48:20.1801 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型31数量0.00
2016-10-28 14:48:20.1951 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型32数量0.00
2016-10-28 14:48:20.1951 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型33数量0.00
2016-10-28 14:48:20.2091 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型34数量0.00
2016-10-28 14:48:20.2091 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型35数量0.00
2016-10-28 14:48:20.2091 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型36数量0.00
2016-10-28 14:48:20.2301 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型37数量0.00
2016-10-28 14:48:20.2391 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型38数量0.00
2016-10-28 14:48:20.2391 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型39数量0.00
2016-10-28 14:48:20.2561 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型40数量0.00
2016-10-28 14:48:20.2561 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型41数量0.00
2016-10-28 14:48:20.2721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型42数量0.00
2016-10-28 14:48:20.2721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型43数量0.00
2016-10-28 14:48:20.2721 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型44数量0.00
2016-10-28 14:48:20.2871 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型45数量0.00
2016-10-28 14:48:20.2871 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型46数量1.00
2016-10-28 14:48:20.3031 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型47数量0.00
2016-10-28 14:48:20.3031 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型48数量0.00
2016-10-28 14:48:20.3201 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型49数量0.00
2016-10-28 14:48:20.3201 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型50数量0.00
2016-10-28 14:48:20.3341 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型51数量376.00
2016-10-28 14:48:20.3521 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型52数量0.00
2016-10-28 14:48:20.3521 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型53数量492.00
2016-10-28 14:48:20.3521 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型54数量0.00
2016-10-28 14:48:20.3681 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型55数量1.00
2016-10-28 14:48:20.3681 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型56数量0.00
2016-10-28 14:48:20.3831 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型57数量0.00
2016-10-28 14:48:20.3831 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型58数量0.00
2016-10-28 14:48:20.3831 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表模板第7列数据写入类型59数量1.00
2016-10-28 14:48:20.3981 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/4 0:00:00报表数据写入完成
2016-10-28 14:48:20.3981 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表数据开始写入
2016-10-28 14:48:20.3981 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型1数量0.00
2016-10-28 14:48:20.4141 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型2数量0.00
2016-10-28 14:48:20.4141 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型3数量0.00
2016-10-28 14:48:20.4271 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型4数量200.00
2016-10-28 14:48:20.4271 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型5数量0.00
2016-10-28 14:48:20.4452 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型6数量0.00
2016-10-28 14:48:20.4452 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型7数量0.00
2016-10-28 14:48:20.4742 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型8数量0.00
2016-10-28 14:48:20.4742 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型9数量565.00
2016-10-28 14:48:20.4742 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型10数量1.00
2016-10-28 14:48:20.4912 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型11数量0.00
2016-10-28 14:48:20.4912 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型30数量0.00
2016-10-28 14:48:20.5042 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型31数量0.00
2016-10-28 14:48:20.5042 INFO 正常 - 门店：上海宝山盘古路店日期：2016/10/5 0:00:00报表模板第8列数据写入类型32数量0.00
